issue_id,title,contents,authorLogin,authorAssociation,createdAt,closedAt,closed,comments_count,milestone,participants_count,Label_category-api,Label_category-docs,Label_category-release,Label_category-tests,Label_component-assert,Label_component-cli,Label_component-core,Label_component-diff,Label_component-dump,Label_component-reporter,Label_good for new contributors,Label_help wanted,Label_meta,Label_meta-ready,Label_status-declined,Label_status-stalled,Label_type-enhancement,Label_type-problem,Label_type-support
291,Repeatedly test Async assertions until they pass or the time runs out,"If you have lots of async tests in your application, running your unit tests can be slow. A big reason for this is that the delay on your async tests needs to be larger than the longest reasonable amount of time it could take for the response to arrive.
For example, If I load a list of customers and test that they show up, I need to write an async test that requests the customers, waits five seconds, and then tests to see if they're there. If I tested at 2 seconds, my test might fail 20% of the time.
Better would be a plugin or new qunit method that allows for ""keep trying until it passes or the time runs out"" functionality.
I've taken a stab at this and it works for me so far. I don't think I'll make the time to do an official pull request, but if someone wants to take this the next step, that'd be great. Here's what I have:
My 'plugin':
/*global $, define, qunit, ok, log, setTimeout, stop, start */

define([
    ]
,   function () {

    var me = 'qunit.okTimeframe'
    ,   okTimeframe
    ,   isTimeUp
    ,   tryAssertion;

    isTimeUp = function(startTime, limit){
        return (new Date() - startTime) > limit;
    }
    tryAssertion = function(a, msg, startTime, limit, tryFreq, curTry){

        if ( a() || isTimeUp(startTime, limit) ) {
            log.debug(me + ' the ""'+ msg +'"" assertion looks good or the time is up');
            ok(a(), msg); // Tell qunit about the outcome
            start();
        // Try again later
        } else {
            log.info(me + ' trying the assertion later');
            setTimeout(function(){
                tryAssertion(a, msg, startTime, limit, tryFreq, curTry)
            }, tryFreq * ++curTry);
        }
    }


    /**
     * Takes an assertion, message, and optional timeframe and repeatedly tests the assertion until it either passes, or the time runs out
     */
    okTimeframe = function (assertionFunction, message, timeframe) {
        if (!ok || !stop || !start) {
            log.error(me + ' depends on qUnit\'s methods to function');
            return;
        }

        var timeLimit = timeframe || 10000 // 10 second default
        ,   tryFreq = 500 // How often to test the assertion
        ,   curTry = 0 // Which try are we on?
        ,   startTime = new Date()
        ;

        stop();
        tryAssertion(assertionFunction, message, startTime, timeLimit, tryFreq, curTry);
    }
    return okTimeframe;
});
The tests for my plugin:
/*global $, define, test, module, ok, equal, window, setTimeout */

define([
    './qunit.okTimeframe'
    ]
,   function (okTimeframe) {

    var me = 'qunit.okTimeframe'
    ,   $fixture = $('#qunit-fixture')
    ,   testString = 'pickled peppers'
    ;

    module(me);
    test('Module defined and can check ', function(){
        ok(okTimeframe, 'The method is defined');
        equal(""function"", typeof(okTimeframe), ""It's a function"");
        okTimeframe(function() { return 3 === 3 } , ""Passes when sent '3 === 3'"")
    });

    test('Can handle dom content that changes later', function(){
        okTimeframe(
            function() { return $fixture.text().contains(testString) }
        ,   ""$fixture contains specific content after some time passes""
        );
        setTimeout(function(){
            $fixture.append(testString);
        },  1000 );
    });

    test('Can handle local variables that change later', function(){
        var a = 3
        ,   b = 1
        ;
        okTimeframe(
            function() { return a === b }
        ,   ""a === b after a delay""
        );
        setTimeout(function(){
            b = 3;
        }, 1000 );
    });
});",SimplGy,NONE,2012-07-23T21:37:35Z,2012-08-16T16:37:01Z,True,3.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
294,You will need to install grunt-git-authors to run grunt,I'll have a commit soonish that will clarify that.,dotnetCarpenter,NONE,2012-08-08T18:18:52Z,2012-08-29T16:13:44Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,Add module and test-name information to callbacks,"I think it would be useful to add the module and test-name information to callbacks.:

QUnit.log currently only reports the following information actual, expected, message, result, and source. I think it would be useful to add module and testName to this.
QUnit.moduleDone and QUnit.moduleStart don't report any information regarding the actual module that has started or finished. I think it would be useful to pass that information to the callback.
QUnit.testDone and QUnit.testStart don't report any information regarding the actual test that has started or stopped. I think it would be useful to pass that information to the callback.

I apologize if this change has already been made, or if this information can be retrieved some other way.",vivin,CONTRIBUTOR,2012-08-09T00:03:00Z,2012-08-17T12:11:16Z,True,0.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,Links to project website need updated,The links in the readme and repository description still point to the depreciated page hosted on jquery.com,admsteck,NONE,2012-08-10T02:42:46Z,2012-08-12T17:14:09Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,undocumented api,"notDeepEqual
notEqual
notStrictEqual

are provided by qunit, but not listed in the api documentation. I didn't search for other undocumented features.
edit: they are listed in the old docs.",aeosynth,NONE,2012-08-12T04:58:46Z,2012-08-12T16:39:44Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,$( window ).scrollTop( 0 ); at the end of the tests.,"I did a fast look and didn't found anything regarding this. When I am testing my projects qunit does not scroll to the top but remains with the scroll following the last test.
My suggestion is to scroll the window to the top after all tests have been completed and perhaps scroll to the next failed if there is any.",FagnerMartinsBrack,NONE,2012-08-13T20:16:21Z,2012-08-17T12:21:12Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
307,Distinguishing between failed assertions,"I previously submitted a commit where the log callback also provided information about the assertion that failed. Perhaps the way I went about implementing wasn't the best and could warrant more discussion. My rationale was as follows:

The assertion-type provides information about the type of assertion that was violated. This is pretty useful when doing automated tests with PhantomJS and QUnit.
Currently the throws assertion has an expected value of null. This is because the expected value can be a regular expression. When reporting the results of tests, we can tell whether the test failed or not by examining the result property from log. However, the decision to show expected and actual values (which don't apply in the case of throws when using a regular expression) cannot be safely made by simply examining the expected value and checking if it is null. There can be cases where null is an actual expected-value. Instead, it would be safer and more obvious if information was provided about the actual assertion that failed, and then decide whether to show the expected and actual values.
This problem also exists in the current QUnit reporting When a throws assertion that expects an exception fails (and it uses a regular expression), the expected value is shown as null, which is not correct. In this case, if we had information about the type of assertion that failed, we could examine that and decide to not show the expected and actual values if the assertion was a throws assertion.

Perhaps we don't need something like an AssertionType public property for QUnit. We could simply provide the name of the test method that failed and that should be sufficient. The reason I originally used an AssertionType public property was so that it would be easily maintainable; we could deprecate the name of a test method and not have to go through and search for all usages of that name; we could simply simply change the method name for AssertionType. Since we are using that and not raw strings, the change would be effected everywhere. Perhaps this property can be an internal/private property to QUnit.
Jörn suggested a workaround where you could simply add that information to the message returned by throws. While it works, I think the solution is slightly ad-hoc and not as robust as an actual property that provides information about the assertion that failed.
Thoughts?",vivin,CONTRIBUTOR,2012-08-16T17:43:04Z,2012-09-30T20:07:39Z,True,9.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,Running manual tests with grunt?,"Not very familiar with node.js or grunt, but how feasible is it to run the manual tests as part of grunt? Would some solution that uses PhantomJS (perhaps) to run the QUnit tests in ./tests be feasible? I don't mind trying to get this accomplished.",vivin,CONTRIBUTOR,2012-08-16T22:48:42Z,2012-08-16T22:51:44Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,QUnit.config.autostart = false and using QUnit.start() inside of $(document).ready(),"If you set QUnit.config.autostart = false and run QUnit.start() inside of jQuery's $(document).ready() the tests fire before QUnit.load() is fired.
Here's the fiddle (http://jsfiddle.net/rPGZ2/6/) and the snippet if code:
QUnit.config.autostart = false;

test(""No semaphore on sync test."", function() {
    ok(!isNaN(QUnit.config.semaphore), ""The semaphore should not be NaN"");

    $('#qunit-log').text('Semaphore: ' + QUnit.config.semaphore);        
});

asyncTest(""No semaphore on async test."", function() {
    setTimeout(function() {
        ok(!isNaN(QUnit.config.semaphore), ""The semaphore should not be NaN"");
        stop(10000);
        start();
    }, 13);
    setTimeout(function() {
        ok(true, ""This should be in context, but it's not"");
        start(10000);
    }, 1000);
});

$(document).ready(function() {
    /* QUnit's load event is also attached to the window load event.
       However jQuery's ready event is fired before QUnit's load event,         therefore this start() function is called before QUnit's load
       event fires. The semaphore variable is declared in the load event.
    */
    start();
});",DragonDTG,NONE,2012-08-23T15:58:42Z,2012-09-30T20:14:10Z,True,8.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,Would there be any interest in transferring/forking qunit-mock to jquery?,"Hi,
We have a repo that is no longer actively maintained for qunit-mock, which seems to have a few users.
As we don't actively maintain it, would there be interest for jquery to fork it, and we can point people to the community repo under jquery?
Cheers,
Matt",matthewford,NONE,2012-08-28T14:23:23Z,2012-08-29T16:01:35Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313,The release 1.9.0 available from the website runs only the first test.,"If there are two tests defined as
test(""a"", ...);
test(""b"". ...);
only 'a' will run.",lokebharti,NONE,2012-09-03T07:42:44Z,2012-09-03T07:55:42Z,True,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,"QUnit should be semaphore-clean, config.semaphore < 0 should be an assertion error","Currently, QUnit will more than once call start while the semaphore is already 0, entering a config.semaphore < 0 branch which resets it to 0.
The issue here is that this may (and does) potentially hide test failures especially in complex async cases, where the next case may partially make up for the current one and the like, ending up with a test failure for a completely unrelated piece of code.
I just finally fixed an issue of intermittent failure of a test case, where a number of tests were not obviously incorrect but randomly failed within the suite.
The problem turned out to be in the previous test file (the tests are split by module across multiple JS files, all run through the same html file) in which a test which should have been asynchronous (and correctly tried to call start) didn't stop the runner (via asyncTest, the async argument to test or stop). While trying to understand what failed where (the first symptoms that there was something screwy in the async running was that a test started before an other one ended), I realized that although QUnit has a flag to ensure every call to stop is matched to a call to start, it also ignores start-ing an already started runner. For the case above, had QUnit generated some sort of error I'd have realized sooner that I had mismatched stop/start calls.
Now I'm not putting the fault of qunit, it was quite clearly my own oversight, but I do believe there would be value in ensuring a coherent usage of the semaphore.",masklinn,NONE,2012-09-05T15:17:46Z,2012-09-30T20:39:15Z,True,5.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315,deepEqual should not crash on jQuery created objects,"In Firefox 15 stable release (and also in the Nightly 18 version) I get a fail message on deepEqual assertions trying to compare jQuery objects like deepEqual( $( '<h3/>' ), $( '<h3/>' ) );
The fail message is: Died on test #1 @http://jsbin.com/oqiquw/1/edit:16 : toString.call(...).match(...) is null The error source:.objectType@http://code.jquery.com/qunit/qunit-git.js:760`
That works on Chrome (canary), Safari and Opera (next).
It can be a Firefox specific error. If it isn't know yet I can try a code fix and patch it.
Example:
http://jsbin.com/oqiquw/1/edit

Updating:

It works on Firefox 12.
It's not working on FF 14 and above
It doesn´t work on Safari 5.1.7, but it works on the new version of Safari
It doens´t work on Internet Explorer 9 (neither 7 and 8 via IE9 devTools)
It doesn´t work on iPhone´s Safari Browser (newest stable release)",leobalter,MEMBER,2012-09-07T17:15:25Z,2012-10-01T10:13:21Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
316,QUnit + Require : stats fail with undefined,"Running a simple test using QUnit + Require causes the following exception.  All the tests run and the results page updates, except the following exception gets thrown.
EXCEPTION:
Uncaught TypeError: Cannot read property 'all' of undefined qunit-git.js:1102
done qunit-git.js:1102
process qunit-git.js:1285
QUnit.start.config.blocking qunit-git.js:38
CAUSED BY:
<!DOCTYPE html>  
<html>  
<head>  
  <meta charset=""utf-8"">
    <title>QUnit Test Suite</title>  
     <link rel=""stylesheet"" href=""qunit-git.css"">  
     <script data-main=""main"" type=""text/javascript"" src=""libs/require.js""></script> 
     <script src=""libs/qunit-git.js""></script>  
  <script>
    QUnit.config.autostart = false;
    //QUnit.config.stats = {};
    require(['firstUse/example_test'], function (one) {
        QUnit.start();
    });
    </script>

</head>  
<body>  
 <div id=""qunit""></div>

</body>  
</html>",franklinwise,NONE,2012-09-14T19:24:59Z,2012-09-14T19:49:06Z,True,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317,Assertion helper for same properties but (strictly) different constructors,"There was already an issue targeting the same problem for arrays: #129
For arrays, this seems to be fixed (although there was no explicit fix mentioned in the issue) but the issue also applies for plain objects. This makes it complicated to move the test markup into an iframe for sandboxing.
I think one part of the ""problem"" is that deepEqual() suggests that only the properties of the objects are compared but in fact it also compares the functions (and they have to be identical).
It should really be document in the API documentation of deepEqual that the functions are compared because this can lead to very subtle failures. Consider this example:
function factory() {
    function F() { this.test = ""foo""; }
    return new F();
}

deepEqual(factory(), factory(), ""Similar objects fail!?!"")
I would suggest to have two functions: keep deepEqual() as it is (just extend the documentation, see above) and add another function (something like deepPropertiesEqual()) which compares only the properties (array entries).",j-ulrich,CONTRIBUTOR,2012-09-18T08:48:03Z,2012-11-15T09:45:57Z,True,15.0,,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
318,"Composite: Raises ""global failure"" in Opera","Running multiple test files using composite raises a ""global failure"" in Opera (I am using Opera version 12.02 on Windows):
Uncaught exception: TypeError: Cannot convert 'iframeWin.QUnit' to object
in qunit-composite.js, Line 37

To reproduce, simply run the composite-demo-test.html in Opera.
The problem seems to be that the load event is fired shortly after the iframe is inserted into the DOM but at that time, the src attribute is still empty, hence, no QUnit object exists in the iframe's window object. The load event is then fired again when the src attribute has been changed and the test file was loaded.",j-ulrich,CONTRIBUTOR,2012-09-18T21:18:08Z,2012-09-27T15:29:24Z,True,0.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,Rename `throws`,"throws is an ES3 reserved word. This line causes an error in some older engines, including NarwhalJS: https://github.com/jquery/qunit/blob/e34ffb61488459f6823ded82e19865ba4b46e2ed/qunit/qunit.js#L499
See http://mothereff.in/js-properties#throws; either rename throws into something else, or quote the property name. (Renaming is probably safest though.)
To fix this, this line will need to be changed as well: https://github.com/jquery/qunit/blob/e34ffb61488459f6823ded82e19865ba4b46e2ed/qunit/qunit.js#L549 Use ['throws'] instead of throws here, or just rename the property to something that has never been a reserved word.",mathiasbynens,CONTRIBUTOR,2012-09-20T20:38:18Z,2012-09-24T08:52:54Z,True,1.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,strictEqual should not have to exist,"I've just run into what must be a common error of using equal() when I really wanted strictEqual(). My question is, why do we even have the equal() method? Why would I ever want to assert that my code is giving /almost/ the right values out of it?
In my opinion strictEqual should be ditched, equal() should use === to actually assert what we want it to assert, and anyone who wants a fuzzyEquals() can use ok() or perhaps you can implement that instead.",sbrandwoo,NONE,2012-09-24T08:43:32Z,2012-09-26T18:12:15Z,True,13.0,,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,"When setup fails with a string exception, nothing useful is printed","Reference QUnit code:
try {
    this.testEnvironment.setup.call( this.testEnvironment );
} catch( e ) {
    QUnit.pushFailure( ""Setup failed on "" + this.testName + "": "" + e.message, extractStacktrace( e, 1 ) );
}

When setup fails due to an exception being thrown, QUnit uses the above code to print out the message and cause to the user. When the exception is of the form:
throw ""This is an error message"";

then nothing useful will be printed because e.message and e.stack will be undefined. It would be nice to check if e is a string and provide a suitable fallback, to support this form of exceptions.",sbrandwoo,NONE,2012-09-24T09:40:12Z,2012-09-26T18:11:37Z,True,0.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326,Create an inconclusive assertion,"The inconclusive assert would be used as follows:
test(""My test"", function () {
          inconclusive();
          // or with message        
         inconclusive(""The submit click handler needs a test case"");
});
When run the, the test would display in (say) orange (compared to red for fail and green for pass) , with the provided message or the default ""Test pending"" message.
We've hacked this together to work for us, here is a snippet that adds a class for the styling.
li.className = assertion.result === null ? ""inconclusive"" : (assertion.result ? ""pass"" : ""fail"");
It would be great if this can be included in the API.
It has proven very useful for creating place-holders for pending tests, and also for frameworks on top of QUnit that iterate an object and flag untested methods.
Thanks.
Noel",NoelAbrahams,NONE,2012-09-24T10:06:31Z,2012-09-30T20:50:47Z,True,5.0,,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
328,Incompatibility with latest version 2.1 of requirejs ,"The error message like this:

Called start() while already started (QUnit.config.semaphore was 0 already)

When I replace requirejs  with an old version (2.0.6), the test run ok.",,NONE,2012-10-06T09:22:37Z,2012-10-07T23:11:18Z,True,6.0,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329,Minification,Can you provide a minified version of the qunit.js and qunit.css files in the repo and over the CDN? I don't like to minify qunit for myself every time a new version comes out :-).,alawatthe,NONE,2012-10-07T09:12:44Z,2012-10-08T09:55:42Z,True,3.0,,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
330,Qunit can't be minified by YUI Compressor,"throws is a keyword that needs to be in quotes, probably not the most urgent fix ever, but a nice to have =)
Diff:
         QUnit.push( expected !== actual, actual, expected, message );
     },

-    throws: function( block, expected, message ) {
+    'throws': function( block, expected, message ) {
         var actual,
             ok = false;

@@ -546,7 +546,7 @@ extend( QUnit, QUnit.assert );
  * @deprecated since 1.9.0
  * Kept global ""raises()"" for backwards compatibility
  */
-QUnit.raises = QUnit.assert.throws;
+QUnit.raises = QUnit.assert['throws'];",msinformation23,NONE,2012-10-10T21:37:01Z,2012-10-10T22:00:23Z,True,2.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
331,Make async testing more convenient and reliable,"Our stop()/start() API isn't the greatest. Yehuda had some ideas for making that more convenient, outlined here: https://gist.github.com/2138c7bf20da83e823e8
Worth noting as well: nodeunit passes in a test object to each test, where the test has to call test.done() in the end. Each test gets its own instance, so there's no risk of one async test bleeding into another, like it currently can happen in QUnit. We should look into providing something similar for QUnit.",jzaefferer,MEMBER,2012-10-17T15:53:30Z,2014-02-13T23:53:54Z,True,5.0,,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
332,"""stop the world"" assertion","Feature request from Yehuda: An assertion method that, when it fails, stops the entire testsuite, preventing any further tests to run.
Usecases:

jshint running in testsuite could stop any further tests from running
enviroment test could prevent tests to run, e.g. don't run anything if page is loaded via file: protocol",jzaefferer,MEMBER,2012-10-18T15:17:12Z,2014-02-13T22:22:45Z,True,4.0,,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
335,Show diff only when it helps,"If the length of the diff is just the length of expected.length + actual.length, its likely to be useless. Its only useful if it can reduce the input.",jzaefferer,MEMBER,2012-10-22T13:31:38Z,2015-05-15T16:46:53Z,True,1.0,,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
336,"Summary counts assertions but mentions ""tests""","""0 tests of 0 ran"" is misleading. It should either count the tests, or say ""assertions"".",jzaefferer,MEMBER,2012-10-22T16:48:14Z,2012-11-15T11:38:22Z,True,0.0,,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
338,check for globals not working for alert stub,"module(""Stubbing"", {
    setup: function() {
        this.old = alert; 
    },
    teardown: function() {
        alert = this.old;
    }
});
test(""stub"", function() {
    alert = function( s ) {
        document.getElementById(""qunit-fixture"").innerHTML = s;
    }

    alert(1);

    strictEqual( document.getElementById(""qunit-fixture"").innerHTML, ""1"", ""That's it!"" );

});​
Run this code and then click in ""check for globals"", it says it introduced the global variable alert.
I am not sure if this is a bug but since I replaced the old stubbed function I suppose the expected is that qunit don't detect alert as a new variable.
I can't get this working in jsfiddle (looks like it doesn't support querystrings) http://jsfiddle.net/5aqu3/1/",FagnerMartinsBrack,NONE,2012-10-24T18:33:15Z,2012-10-24T20:01:02Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
339,"""throws"" shows expected value as ""null"" instead of actual Error type","As a demonstration, I have the following code:
throws(
    regula.bind, 
    regula.Exception.IllegalArgumentException, 
    ""@Selected cannot be bound to a form element""
);

The method throws a custom Error object of type regula.Exception.BindException so the expected value should be regula.IllegalArgumentException. However QUnit displays null.

This is on version 1.10.0. If this has been fixed, please disregard.",vivin,CONTRIBUTOR,2012-10-25T23:58:13Z,2012-10-26T17:58:41Z,True,3.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
340,Wording for negated assertions is confusing,"Below is sample output from a passing notEqual() test:

key icon is visible when activeKeys is empty
Expected:
""none""
Result:
""inline""
Diff:
""none"" ""inline""

The way this is written, it implies that ""none"" was expected when in fact, we are expecting anything except ""none"".",kcgolden,NONE,2012-10-26T20:44:32Z,2015-06-18T09:33:42Z,True,8.0,,5.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
341,assert should not be a global,"9491c02 refactored assertion helpers from QUnit.* into QUnit.assert.* passed as local variable in the QUnit.test callback.
But since it puts itself on QUnit before the extension of window, it itself became a global variable as well.",Krinkle,MEMBER,2012-10-29T19:44:09Z,2012-10-29T21:12:23Z,True,0.0,,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
342,qunit-canvas tests failing on FF 16,8 of the 16 QUnit Canvas addon tests (the ones that set the fillStyle alpha value to 0.5) fail the pixelEqual test with an actual alpha value of 128 when 127 was expected.  All tests pass on Chromium-derived 22.0.,dksmiffs,CONTRIBUTOR,2012-11-01T18:40:05Z,2012-11-06T11:29:27Z,True,1.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
344,Measure performance (duration) of each test,"QUnit shows a convenient ""Tests completed in  milliseconds"" upon suite completion, but doesn't break that down to individual tests/modules.
I'd like to get the jQuery suite completing locally in under a minute, and having timing data available on the <li> output for each test would help tremendously.",gibson042,MEMBER,2012-11-03T04:34:28Z,2012-11-17T14:52:32Z,True,1.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
346,Leaking urlParams and isLocal,"QUnit currently exports two accidental globals, urlParams and isLocal, probably in both cases due to execution ordering.",jzaefferer,MEMBER,2012-11-06T14:18:58Z,2012-11-15T09:56:46Z,True,0.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347,Add assertion to run after loading source to look for globals,"Something like this:
<script src=""punycode.js""></script>
<script>QUnit.newGlobals('punycode');</script>
If punycode.js exports more than just a punycode window property, the assertion would fail.",jzaefferer,MEMBER,2012-11-06T14:23:21Z,2014-02-13T22:42:05Z,True,4.0,,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
348,Confusing line breaks in object diff,"values should start at the same horizontal offset or be shown in sequence. Current visual is confusing, as it looks like the value could be a key or something.",rodneyrehm,CONTRIBUTOR,2012-11-06T15:26:58Z,2015-03-26T16:19:36Z,True,5.0,1.18.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
349,Alias module to suite,"In Nodejs the module variable is already taken and causes issues when using qunit. Would be nice for ""module()"" to have an alternative name like ""suite()"".
You can see an example here: qunitjs/node-qunit#65 (comment)",bendangelo,NONE,2012-11-08T15:43:47Z,2012-11-08T16:25:07Z,True,1.0,,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350,QUnit.begin should provide the total number of tests,"For tools that show test progress its useful to have the total number of tests up front. Unlike number of assertions, we can actually provide the number of tests.
See karma-runner/karma#156 (comment)",jzaefferer,MEMBER,2012-11-08T19:23:30Z,2014-05-05T17:18:26Z,True,16.0,pre-2.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
351,testDone should provide aggregated assertion results,"As far as I understand right now the only way to retrieve the list of failed asserts and stack traces for them is to access QUnit.config.current.assertions. Also, it would be nice if assertions.message would not contain HTML. This would be helpful for automated tools to report stack traces.",ilyavolodin,NONE,2012-11-10T02:43:29Z,2017-03-31T04:13:44Z,True,4.0,JS Reporter,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
352,Unsafe JavaScript attempt to access frame with URL,"Google Chrome (Version 22.0.1229.94) produces this error when testing cross-domain iframe  (QUnit v1.10.0)
Unsafe JavaScript attempt to access frame with URL http://www.iana.org/domains/example/ from frame with URL file:///home/user/qunitbug.html. Domains, protocols and ports must match. qunit-1.10.0.js:1207

extractStacktrace qunit-1.10.0.js:1207 
sourceFromStacktrace qunit-1.10.0.js:1241
QUnit.test qunit-1.10.0.js:343
(anonymous function) qunitbug.html:20
p.event.dispatch jquery-1.8.2.min.js:2
g.handle.h jquery-1.8.2.min.js:2

How to reproduce:
Create a file with the following html code below and open it in a web-browser:
<!DOCTYPE html>
<html>
<head>
<meta charset=""UTF-8"">
<title>Demo for qunit test cross-domain iframe bug in Chrome</title>
<script src=""http://code.jquery.com/jquery-1.8.2.min.js""></script>
<script src=""http://code.jquery.com/qunit/qunit-1.10.0.js""></script>
</head>
<body>

    <div id=""qunit""></div>
    <div id=""qunit-fixture""></div>

    <script>
        $(function(){
            $(""<iframe>"", {
                src: ""http://example.com""
            }).appendTo(""body"").load(function(){
                var iframe = this;
                test(""foo"", function(){
                    ok(true);
                });
            });
        });
    </script>
</body>
</html>

This does not happen in Mozilla Firefox! On Firefox it passes without issues even when run on an http server on localhost.",gsuess,NONE,2012-11-11T02:21:32Z,2013-06-19T10:43:10Z,True,7.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
354,Deprecate QUnit.reset,"People shouldn't stuff a bunch of tests into a single one and then use QUnit.reset() inbetween. If you need the reset, use a separate test.",jzaefferer,MEMBER,2012-11-15T15:55:26Z,2013-06-19T10:06:37Z,True,2.0,1.12,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
356,Deprecate expect argument from test() and asyncTest(),Use expect(x) or assert.expect(x) instead.,jzaefferer,MEMBER,2012-11-25T22:39:11Z,2016-04-18T16:09:51Z,True,5.0,2.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357,Disable try-catch for an individual test,It would be helpful to disable the try-catch logic for an individual test and not only for all tests in the given markup.,doberkofler,NONE,2012-11-26T08:17:35Z,2013-06-19T10:40:00Z,True,7.0,,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
358,start() may happen before init(),"Using Require.js we've run into a funny issue. Apparently QUnit.init (via window.load) is triggered after reqired resource have been loaded. Since QUnit.config.autostart = false; is in play, we call QUnit.start() in the master test-file. (as suggested in this Example).
The quickest solution @jzaefferer and me found is diverting calls to start() unless QUnit is initialized. Achieve with

add QUnit._initialized = true; to QUnit.init();
prepend the following to QUnit.start():

if (!QUnit._initialized) {
    // defer execution until the thing has initialized
    setTimeout(function() {
        QUnit.start(count);
    }, 50);
    return;
}
@jzaefferer also voiced concerns this could break on headless browsers. (I have no clue what that break could be…)",rodneyrehm,CONTRIBUTOR,2012-11-28T12:12:15Z,2012-12-17T19:35:01Z,True,4.0,,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
363,Diff only leafs for (big) objects,"When comparing big object structures, the current diff output has too much overhead. Comparing each leaf and showing the path, actual, expected (and diff) for just the leave would be much more useful. It won't replace the regular diff, e.g. comparing (long) strings wouldn't profit from this.
In other words, we'd have to find the properties that are different, serialize and diff those, and not output the rest, or at least compress it.",jzaefferer,MEMBER,2012-12-06T17:17:25Z,,False,5.0,,4.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
