issue_id,title,contents,authorLogin,authorAssociation,createdAt,closed,closedAt,closedDuration_days,milestone,participants_count,comments_count,firstCommentCreatedAt,firstCommentDuration_days,firstCommentAuthor,firstCommentAuthorAssociation,num_unique_comment_author_MEMBER,num_unique_comment_author_CONTRIBUTOR,num_unique_comment_author_COLLABORATOR,num_unique_comment_author_NONE,labels,label_waiting,label_feature request,label_has pr,label_Protractor,label_Karma,label_npm,label_React,label_docs,label_has Tracker story,label_ready for work,label_duplicate,label_bug,label_1.3.x,label_gem,label_help needed
494,version 2.0 document error,"Following is the description provided for spy and.throwError in the document.
By chaining the spy with and.callThrow, all calls to the spy will throw the specified value.
Is and.callThrow a document error?",smarigowda,NONE,2014-01-06 10:55:25+00:00,True,2014-01-06 15:52:51+00:00,0.21,,2,1,2014-01-06 15:52:51+00:00,0.21,sheelc,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495,Feature Request: Collapsable Suites/Describes,"With 100's or 1000's of tests it is not fun to scroll through them all to find tests.
Would be easy to have a collapsable set of list items for the specs, by suite.
Would love to see this added.",johnpapa,NONE,2014-01-08 07:12:24+00:00,True,2014-01-08 19:42:45+00:00,0.52,,2,3,2014-01-08 19:42:45+00:00,0.52,infews,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,"""Negative zero"" value passed to expect doesn't match value in HTML report","If you have a simple test like:
expect(-0).toEqual(0);
Would expect to see something like this in the report:
Expected -0 to equal 0.
However, Jasmine 2.0 reports a confusing failure:
Expected 0 to equal 0.
Jasmine 1.3 didn't fail on the above test case.",callmevlad,NONE,2014-01-09 21:46:48+00:00,True,2014-02-09 22:15:33+00:00,31.02,,6,9,2014-01-10 05:06:51+00:00,0.31,sheelc,CONTRIBUTOR,0,2,0,3,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,Add documentation about how to set up and install jasmine,"I've searched the docs and the README.md but haven't been able to quickly find how to set up Jasmine from scratch (without node js)
The current documentation only explains how to use it.",PVince81,NONE,2014-01-12 15:10:21+00:00,True,2014-01-19 22:16:38+00:00,7.3,,3,4,2014-01-12 15:12:16+00:00,0.0,PVince81,NONE,0,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,Jasmine suppresses errors thrown in an Asynchronous context,"Here's an example:
describe ( 'Jasmine suppresses errors in async context', function () {
    it ( 'should throw this error to the console, and stop execution', function () {
        var done = false;

        runs ( function () {
            setTimeout ( function () {
                throw ( 'error' );
                done = true;
            }, 100 );
        } );

        waitsFor ( function () {
            return done;
        } );
    } );
} );

This adds the necessity to first test code outside of Jasmine, until all errors are solved, and then moving tests into Jasmine. It hampers the TDD process.",adriaan-pelzer,NONE,2014-01-14 11:23:34+00:00,True,2014-01-14 19:52:39+00:00,0.35,,3,7,2014-01-14 11:28:46+00:00,0.0,matcarey,NONE,0,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
500,Objects with null prototype cause exceptions when pretty-printing,"This test:
describe(""objects"", function() {
  it(""should print results for null protos"", function() {
    var o = Object.create(null);
    var o2 = Object.create(null);
    expect(o).toBe(o2);
  });
});

Will fail while reporting the test faillure with:
1) objects should print results for null protos.
  TypeError: Object [object Object] has no method 'hasOwnProperty'
    at PrettyPrinter.iterateObject (<...>lib/jasmine/lib/jasmine-core/jasmine.js:1350:16)

I think a fix would be to have https://github.com/pivotal/jasmine/blob/2670bb40a7d0135553a688f0102ee6e0d8500dc1/lib/jasmine-core/jasmine.js#L1393 use Object.prototype.hasOwnProperty.call rather than relying on the object itself having the field, but I'm not familiar enough with the internals to know what else that change could affect, so it's just a guess.",jpolitz,NONE,2014-01-15 14:40:33+00:00,True,2014-01-18 05:57:39+00:00,2.64,,4,3,2014-05-20 12:11:02+00:00,124.9,meltuhamy,NONE,0,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,How to wait synchronously before to run an expectation,"I am trying to test the postMessage API as there is a slight delay before message are receive i can not run expectation right after sending a message.
In jasmine 1.3 i used to wait() a few milliseconds before running expectation and that worked fine. However with jasmine 2.0 wait() is deprecated and it now seems that everything inside a setTimeout do not get run unless done() is called, witch in my case doesn't cut it as i actually want to wait real time before running my expectation..
Not sure if that all make sense, if it does I'd love some pointers on how I could go about this.
Thanks!",m4nuC,NONE,2014-01-16 08:24:00+00:00,True,2014-01-19 03:57:18+00:00,2.81,,4,9,2014-01-18 00:27:04+00:00,1.67,slackersoft,MEMBER,1,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,Feature Request: Stub a variable (vs spyOn a function),"Hi,
I often find myself needing a feature where I can stub a variable (either a global variable, or an object's member variable) with a fake value or dummy implementation.  Note: I am not referring to spyOn-ing on a function call.
example:
window.foo = 7;

window.bar = Backbone.View.Extend({
   initialize: function(){
     // complex behavior with alot of setup required or side-effects kicked off
     throw(""side effects...."");
   }
});

Then I have a ""baz"" module, which I want to test and isolate the tests to just ""baz"" functionality, so I'd like todo this:
jasmine.stub(window, ""foo"", 42);
jasmine.stub(window, ""bar"", fakeSimpleBackboneView);

Note: I could just do window.foo = 42 in my ""baz"" test, but jasmine.stub would perform the cleanup after the test, just like spyOn does.
If you guys think this is a good idea, I will work on a pull request to jasmine.  If not, that's cool too and I will release a seperate module which people can pull into their projects.  I just want to ask upfront to avoid double work.  (I would predict higher usage if it's in jasmine core).  What are your guys thoughts?  @infews?
Thanks,
Tom",tommyh,NONE,2014-01-16 18:21:55+00:00,True,2014-01-16 19:50:13+00:00,0.06,,3,3,2014-01-16 19:29:58+00:00,0.05,infews,CONTRIBUTOR,0,1,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,toThrow does not except if ExceptionClass is undefined,"I created an Error-Class in my library:
var mylib = {};
mylib.MyError = function () {
this.message=""something went wrong"";
this.name = ""mylib::MyError"";
};
mylib.MyError.prototype = new Error();
mylib.MyError.prototype.constructor = MyError;
...
This is how Nicolas Zakas recommends to create your own Error class if you want to differentiate Errors  in a try-catch-block.
I created a test spec expecting this:
expect(mylib.myfunc()).toThrow(mylib.myMissSpelledError);
Resulting in a toThrow()-Call with an expected-argument of value undefined.
I would expect that toThrow() should now throw an Exception informing me, that the caught Error is not of the specified Error-Class. But it does not!
I think this happens, because toThrow() compares the caughtException with jasmine.undefined before checking if the exception is of the right class.
jasmine.undefined is in my Environment (Chrome  32.0.1700.76 m) also of value undefined, so the test succedes although it should not!
I am using jasmine 1.3.1 from
""http://cdnjs.cloudflare.com/ajax/libs/jasmine/1.3.1/jasmine.js
A fix might be to define jasmine.undefined as
jasmine.undefined = {};
By that jasmine would have an unique value (the pointer of the object literal) and would be differentiable from javascripts undefined.",fonzerelly,NONE,2014-01-20 14:26:08+00:00,True,2014-02-24 19:04:46+00:00,35.19,,3,2,2014-01-20 16:39:50+00:00,0.09,infews,CONTRIBUTOR,0,2,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505,Way to specify that async examples may NOT be run simultaneously?,"I am trying to write specs for an indexedDB adapter, and the setup deletes the database before each run. The problem I am having is that the test block each other, and time out. Any single test will run successfully if all the others are commented out.
I need some way to specify that although these tests are asynchronous, each one must wait to start until the previous one has completed.
Thanks,
-- Steve J.",stevecj,NONE,2014-01-22 22:19:52+00:00,True,2014-01-23 02:31:26+00:00,0.17,,3,7,2014-01-22 22:24:20+00:00,0.0,infews,CONTRIBUTOR,0,2,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,Unable to uncompress dist/zip files,"I tried to uncompress :

https://github.com/pivotal/jasmine/blob/master/dist/jasmine-standalone-1.3.1.zip
https://github.com/pivotal/jasmine/blob/master/dist/jasmine-standalone-2.0.0.zip

But was unable to decompress it. ( Unzip failed with errors )
I even tried online archivers they also failed with errors.
I guess there is some problem with the compression tool.",yugaljindle,NONE,2014-01-25 17:48:21+00:00,True,2014-01-25 18:08:14+00:00,0.01,,1,1,2014-01-25 18:08:14+00:00,0.01,yugaljindle,NONE,0,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,Sealed object can't be compared,"Jasmine comparer and pretty printer is trying to extend sealed objects with property 'Jasmine_been_here_before'. This property is silently doesn't added to the object and Jasmine doesn't work properly.
I am getting an error: TypeError: Object [object Object] has no method 'hasOwnProperty'
jasmine.Env.prototype.compareObjects_ = function(a, b, mismatchKeys, mismatchValues) {

  if (a.__Jasmine_been_here_before__ === b && b.__Jasmine_been_here_before__ === a) {
    return true;
  }

  a.__Jasmine_been_here_before__ = b;
  b.__Jasmine_been_here_before__ = a;

  var hasKey = function(obj, keyName) {
    return obj !== null && obj[keyName] !== jasmine.undefined;
  };

...",gedbac,NONE,2014-01-27 12:44:14+00:00,True,2014-04-17 23:52:04+00:00,80.46,,3,3,2014-01-27 16:25:51+00:00,0.15,infews,CONTRIBUTOR,1,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509,SpecRunner output is not color-deficiency-friendly,I am red/green color deficient (like 8% of men) and I can't distinguish between passed and failed specs visually. It would be nice if the colors that represented failure and success were more different and not red and green.,modelm,NONE,2014-01-29 23:06:27+00:00,True,2014-01-30 21:37:53+00:00,0.94,,2,1,2014-01-30 21:37:53+00:00,0.94,ragaskar,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,Filtering out specs in HTML report,"In Jasmine 1.3, clicking on a suite or a specific spec (e.g. TestRunner.html?spec=A spy) would only show that spec (or tree) in the HTML report, which was really handy. Jasmine 2.0 seems to write out the entire tree, with disabled specs having a different style, which can be quite verbose (especially with thousands of specs in the report).
Is there a way to enable 1.3-like reports in 2.0? If not, would you guys be open to a pull request to restore 1.3-like behavior (or at least have the option to revert to that mode with a query parameter)?",callmevlad,NONE,2014-01-30 22:17:20+00:00,True,2016-11-04 17:29:18+00:00,1008.8,,5,10,2014-01-30 22:35:57+00:00,0.01,infews,CONTRIBUTOR,1,1,0,3,"['feature request', 'ready for work']",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
511,jasmine-core boot.js duplicated,"In the npm package of jasmine-core, it appears that boot.js is duplicated.

jasmine-core/

boot.js
boot/

boot.js





Is there a reason for the duplication, or is this just an oversight?",intel352,NONE,2014-01-31 02:53:06+00:00,True,2014-08-26 20:15:00+00:00,207.72,,4,5,2014-01-31 19:26:56+00:00,0.69,infews,CONTRIBUTOR,1,1,0,2,['bug'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
512,Make bootstrap AMD/CommonJS compliant,"Currently Jasmine 2 cannot be used (or at least requires a lot of brute force) to test modular JavaScript, such as files authored as AMD modules to be used with a script loader such as RequireJS. Fundamentally I think the only limitation is this line: https://github.com/pivotal/jasmine/blob/master/lib/jasmine-core/boot.js#L187
I think it would be extremely useful if the boostrap could export a simple interface for use with a script loader. For example:
function kickoff() {
  if (currentWindowOnload) {
    currentWindowOnload();
  }
  htmlReporter.initialize();
  env.execute();
};

if ( typeof define === 'function' && define.amd ){
  define(function() {
    return kickoff;
  });
}
else if ( typeof module !== 'undefined' && module.exports ) {
    module.exports = kickoff;
}
else {
  window.onload = kickoff;
}
I'm quite probably way oversimplifying the issue (I don't have much knowledge of the Jasmine internals) but this would be really, really useful!",i-like-robots,NONE,2014-01-31 15:30:15+00:00,True,2014-02-03 17:32:01+00:00,3.08,,2,3,2014-01-31 19:19:38+00:00,0.16,infews,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
513,Example-specific context to make async code problems easier to diagnose,"I have run into a case where I have async code timing out, and it's hard to isolate the real problem because the same vars are shared across multiple test passes, and code that runs after timeout is having state interactions with test that started after the first one timed out.
It would be nice if each time an example runs, it has access to its own context object that will be shared between all the beforeEach, afterEach, and it calls, but not shared with any other example runs.
(or perhaps there's already some way to accomplish something similar that I don't know about)
This would be kind of nice for synchronous examples too since the context would always start out as a an empty object with no risk of having anything left over from a previous run. For synchronous examples, this can be achieved simply by having a top-level beforeEach that assigns c = {}, but it would be nice to have the pattern be institutionalized in jasmine.
Unfortunately, I can't see any way of delivering the example-run context to each method that needs it except by way of a parameter, but the arity of the function is already used to indicate an asynchronous step receiving a done function. Perhaps, there is some other way to accomplish this that I have not thought of though.",stevecj,NONE,2014-02-02 18:50:17+00:00,True,2014-02-02 19:14:04+00:00,0.02,,2,5,2014-02-02 19:06:10+00:00,0.01,sheelc,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,Need a main entry point for node,"As @substack has noted in this comment, the way to require Jasmine in node now is very weird and non-obvious. It's not even documented. Can we have a main entry point AKA a valid main entry inside package.json so library authors can have an easier time consuming Jasmine please?",wyuenho,NONE,2014-02-04 01:35:56+00:00,True,2014-10-31 20:12:17+00:00,269.78,,6,11,2014-02-11 18:43:30+00:00,7.71,sindresorhus,NONE,2,1,0,2,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,resart jasmine test suite in from browser console in debug mode,"Hi,
I need to restart my jasmine test suite from my debug console is it possible?
I use the following  steps ot be in the console
https://github.com/ekonijn/grunt-require-demo/blob/master/doc/debugging-jasmine.md#attaching-developer-tools-to-phantomjs
Then I can see a jasmine and jasmine object etc ...
I tried to execute the test suite with
jasmine.Suite.prototype.execute();
without success, i think i should initialize something first but don't know why what !
Thx",mmslice,NONE,2014-02-04 23:07:14+00:00,True,2014-09-21 04:08:16+00:00,228.21,,2,2,2014-02-26 22:57:27+00:00,21.99,slackersoft,MEMBER,1,0,0,0,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,testing fadeOut() method,"Hi guys, I'm new to Jasmine 2.0 as we were been using 1.0 version and got stuck with that for a while. I wonder if there's a way to test fadeOut callbacks? I know that waitsFor() method is already deprecated on this new version. Is there a way to test the fadeOut() callback using Jasmine Clock?
Thanks,
marc",marcagas,NONE,2014-02-05 02:38:33+00:00,True,2014-02-12 02:05:30+00:00,6.98,,2,2,2014-02-05 05:40:31+00:00,0.13,sheelc,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,track spy call number document outdate,"index page document  list
  it(""tracks its number of calls"", function() {
    expect(foo.setBar.calls.length).toEqual(2);
  });

but in  jasmine 2.0.0 ,the right case seem
  it(""tracks its number of calls"", function() {
    expect(foo.setBar.calls.count()).toEqual(2);
  });

is the index document outdate?",lvscar,NONE,2014-02-10 10:04:56+00:00,True,2014-02-10 15:52:32+00:00,0.24,,2,2,2014-02-10 15:52:32+00:00,0.24,sheelc,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,Document new custom matcher inferface.,"So the release document states that something has changed, and apparently my setup from 1.x does not work anymore. Could you please document what the new correct way is to add custom matchers?",cburgmer,NONE,2014-02-11 22:54:22+00:00,True,2014-02-12 00:13:14+00:00,0.05,,2,2,2014-02-12 00:13:14+00:00,0.05,ragaskar,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520,performance issue with toHaveBeenCalledWith arguments check,"Hey,
I noticed some strange slow behavior when using toHaveBeenCalledWith with Backbone events. It seems like the arguments check for the call is going down some slow path, it causes the browser to eat up a lot of memory and slows the tests down.
When I perform the arguments check myself it doesn't seem to do this.
Here is an example:
it('should receive some event', function() {
  var mySpy = jasmine.createSpy('mySpy');
  var model = new Backbone.Model(), anotherModel = new Backbone.Model();
  model.on('mySpy', mySpy);

  model.trigger('mySpy', anotherModel);
  //The following toHaveBeenCalledWith is crazy slow...
  expect(mySpy).toHaveBeenCalledWith(anotherModel);
});

My fix was to do the following:
it('should receive some event', function() {
  var mySpy = jasmine.createSpy('mySpy');
  var model = new Backbone.Model(), anotherModel = new Backbone.Model();
  model.on('mySpy', mySpy);

  model.trigger('mySpy', anotherModel);
  expect(mySpy).toHaveBeenCalledWith(jasmine.any(Backbone.Model));
  expect(mySpy.calls.mostRecent().args[0]).toEqual(anotherModel);
});

I think the slow path is caused by jasmine.js:2165
if (util.contains(actual.calls.allArgs(), expectedArgs)) {

Somehow the contains check is recursing in a weird way for backbone models and callbacks at least to cause some serious performance issues. I can do more analysis of the actual cause but I wanted to report it right away. Has anyone else seen a problem like this?",rdy,NONE,2014-02-16 17:46:10+00:00,True,2014-02-19 04:07:33+00:00,2.43,,5,12,2014-02-16 18:50:13+00:00,0.04,jboyens,MEMBER,1,2,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,Calling done after timeout continues test execution,"Calling done after timeout causes execution of tests to continue. Done should be invalidated when timeout causes the test to fail and any calls to done after that should  not do anything.
Example:
http://jsfiddle.net/6bPD8/1/
var asyncTimeout = jasmine.DEFAULT_TIMEOUT_INTERVAL;
describe(""Async tests"", function() {
it(""should be possible to call done after timeout without causing tests to continue"", function(done) {
  _.delay(function () {
      done();
  }, asyncTimeout + 1000);

});
});
Running the test above executes the test twice:
1 spec, 1 failure
Spec List | Failures
raise exceptions
2 specs, 2 failures
Spec List | Failures
Async tests should be possible to call done after timeout without causing tests to continue
Error: Timeout - Async callback was not invoked within timeout specified by jasmine.DEFAULT_TIMEOUT_INTERVAL.
Error: Timeout - Async callback was not invoked within timeout specified by jasmine.DEFAULT_TIMEOUT_INTERVAL.
at http://cdnjs.cloudflare.com/ajax/libs/jasmine/2.0.0/jasmine.js:281:23
Async tests should be possible to call done after timeout without causing tests to continue
Error: Timeout - Async callback was not invoked within timeout specified by jasmine.DEFAULT_TIMEOUT_INTERVAL.
Error: Timeout - Async callback was not invoked within timeout specified by jasmine.DEFAULT_TIMEOUT_INTERVAL.
at http://cdnjs.cloudflare.com/ajax/libs/jasmine/2.0.0/jasmine.js:281:23",kharrhei,NONE,2014-02-18 09:35:54+00:00,True,2014-02-26 02:06:52+00:00,7.69,,2,2,2014-02-18 09:58:22+00:00,0.02,kharrhei,NONE,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,Green dots cutting off on the test suite display,".html-reporter .symbol-summary li {
display: inline-block;
height: 8px;
width: 14px;
font-size: 16px;
}
should be
.html-reporter .symbol-summary li {
display: inline-block;
height: 14px;
width: 14px;
font-size: 16px;
}
jasmine v2.0.0
Can you please fix this?",i-bajrai,NONE,2014-02-20 07:42:06+00:00,True,2014-10-23 20:32:16+00:00,245.53,,6,7,2014-02-20 16:14:26+00:00,0.36,infews,CONTRIBUTOR,1,2,0,3,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,add done() to describe() so that you can load data once and then test it.,"I was looking for a way to request data just once inside of a test suite, and then test the result against multiple it() blocks without having to request the data multiple times in a beforeEach(). It seems like this could be accomplished by adding the async done() function to describe().",mroberge,NONE,2014-02-21 05:25:13+00:00,True,2014-09-25 19:50:42+00:00,216.6,,4,4,2014-02-23 03:46:42+00:00,1.93,stevecj,NONE,1,1,0,1,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,How do I run before and after asynchronous specs in jasmine 2.0,"The new done() syntax, at first glance, appears to be far less flexible than the old syntax. Using done how do I implement something like:
it('should allow multi stage asynchronisity', function () {
    runs(function () {
        //set up
        var initialState
        // call something asynchronous
        expect(middleState).toEqual(initialState);
    });

    waits(200);

    runs(function () {
        expect(middleState).not.toEqual(initialState);
       // call something else asynchronous
        expect(finalState).toEqual(middleState);
    });

    waits(200);

    runs(function () {
       // call something else asynchronous
        expect(finalState).not.toEqual(middleState);
    });
});",wheresrhys,NONE,2014-02-21 15:59:43+00:00,True,2014-06-23 03:22:43+00:00,121.47,,5,7,2014-02-21 19:33:27+00:00,0.15,infews,CONTRIBUTOR,1,2,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,"Equivalent of RSpec ""let""","In a project that I'm working on, I have defined a ""def"" method on the user context object (this) that works similarly to the ""let"" method in RSpec. This works fine, but it would be nice to have a standard way of doing this in Jasmine.
I could just make a PR to add the functionality to Jasmine as a ""def"" method on the user context, but I'm not sure if that's the best API for such a thing. Any better suggestions for an API?
For the implementation in my project, see https://github.com/stevecj/headway/blob/master/spec/support/userContextExt.js .",stevecj,NONE,2014-02-22 21:26:55+00:00,True,2014-10-24 19:55:23+00:00,243.94,,3,2,2014-07-29 14:59:27+00:00,156.73,Benmidi,NONE,1,0,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,Fail with error & stack trace in asynchronous code,"When an error is thrown from asynchronous code, Jasmine currently has no way of knowing that it happened, skipping subsequent stages (e.g. ""it"" following error in ""beforeEach"") and reporting a trace.
As a workaround, I have written helper code to catch and record the error from a function execution so that it can be re-thrown from an ""afterEach"" block. This solution at least gives a failure and a stack trace, but still leaves a lot to be desired.
For my partial workaround, see the ""asyncStep"" and ""getCaptureAsyncError"" functions in https://github.com/stevecj/headway/blob/master/spec/support/userContextExt.js . To see how those are used, see https://github.com/stevecj/headway/blob/master/spec/indexedDbAdapterSpec.js .",stevecj,NONE,2014-02-22 21:39:09+00:00,True,2017-03-08 00:34:31+00:00,1109.12,,13,36,2014-02-24 19:24:45+00:00,1.91,sheelc,CONTRIBUTOR,2,2,0,9,"['feature request', 'has Tracker story', 'ready for work']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
530,Feature request: Allow passing multiple functions into `it` for a better asynchronous testing API,"As raised here #526 the API for multi stage asynchronous test is a marked regression from 1.3. It forces the developer to misuse beforeEach in order to get asynchronous behaviour in a single spec. It also means various mid-point testable values need to be stored and then finally passed into expect only when the it call is finally reached.
An improvement would be to allow multiple callbacks to be passed in to it which would be called in a waterfall fashion e.g.
it('does the job asynchronously', function (done) {
   // setup code
   expect(aValue).toBe('just fine');
   done();
}, function (done) {
   //more test code
   expect(anotherValue).toBe('dandy');
   done();
});

as opposed to the current api
describe('only here to bend the asynchronous testing API into shape', function () {
    var aCachedValue;
    beforeEach(function () {
       // setup code
       aCachedValue = aValue;
       done();   
    });
    it('does the job asynchronously', function (done) {
       //more test code
       expect(aCachedValue).toBe('just fine');
       expect(anotherValue).toBe('dandy');
       done();
    });
});",wheresrhys,NONE,2014-02-24 10:50:33+00:00,True,2014-10-31 20:09:04+00:00,249.39,,3,2,2014-08-14 05:16:06+00:00,170.77,slackersoft,MEMBER,1,0,0,0,"['feature request', 'waiting']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
532,toHaveBeenCalledWith fails for repeated use of Float32Array,"Spies keep a reference to Float32Array when called with them, but should keep a copy:
var spy = jasmine.createSpy('spy');
var data = new Float32Array(1);
data[0] = 1;
spy(data);
data[0] = 2;
spy(data);
expect(spy).toHaveBeenCalledWith([1]); // fails (false negative).
expect(spy).toHaveBeenCalledWith([2]); // passes.",alecmce,NONE,2014-02-27 16:12:39+00:00,True,2014-02-27 18:01:59+00:00,0.08,,2,1,2014-02-27 18:01:58+00:00,0.08,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,expect({}).toEqual([]) should fail but doesn't.,"I just ran the assertion expect({}).toEqual([]); and it passed. Unless there's some decision that I'm not aware of by the developers, I'd think this assertion should fail.",opnsrce,NONE,2014-02-27 16:58:47+00:00,True,2014-02-27 17:50:38+00:00,0.04,,2,1,2014-02-27 17:50:38+00:00,0.04,slackersoft,MEMBER,1,0,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,Crashes Firefox with unresponsive script,"There are cases where a running Jasmine test suite will eventually crash Firefox, with the ""unresponsive script"" dialog popping up. Stopping the script will in some instances stop the runner, but in some fewer instances crash Firefox.
It seems switching tabs with a running test suite will trigger that behaviour:

Switching back will suddenly show failing tests,
After the test suite finishes even more failing tests will pop up,
Eventually the tab hangs.",cburgmer,NONE,2014-02-27 18:59:36+00:00,True,2014-03-04 21:20:11+00:00,5.1,,2,5,2014-02-27 19:00:20+00:00,0.0,cburgmer,NONE,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,Need to reset Jasmine environment between specs?,"I just upgraded Jasmine

jasmine-core 1.3.1 -> 2.0.0
jasmine-jquery-rails 1.5.9 -> 2.0.2
jasmine-rails 0.5.6 -> 0.6.0

I have several spec files. Each of them are structured the same way: require of jquery and jasmine-jquery files and a top beforeEach that load fixture, followed by my examples.
After upgrade I noticed that when I run all specs (by accessing '/jasmine') I have many failures.
But if I run them individually (by accessing '/jasmine?spec=MySpec') all tests pass.
I am forgetting some kind of 'reset' statement in my specs?
Thanks for your help",randoum,NONE,2014-02-28 08:11:52+00:00,True,2014-09-21 04:08:40+00:00,204.83,,3,2,2014-03-02 20:17:44+00:00,2.5,sheelc,CONTRIBUTOR,1,1,0,0,['waiting'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,toHaveBeenCalledWith does no longer work with custom matcher,"In Jasmine 1.3 you could use your custom matcher with toHaveBeenCalledWith, which was especially useful to ensure that the actual argument was identical to the expected one, not just equal. E.g.:
  var mySpy = jasmine.createSpy();
  var foo = {};
  var bar = {};
  mySpy( foo );

  expect( mySpy ).toHaveBeenCalledWith( foo );
  expect( mySpy ).toHaveBeenCalledWith( bar );
  expect( mySpy ).toHaveBeenCalledWith( same( foo ) );
  expect( mySpy ).not.toHaveBeenCalledWith( same( bar ) );

This is no longer possible with Jasmine 2.0, only 'any' and 'objectContaining' are accepted.",tbuschto,NONE,2014-03-01 11:29:31+00:00,True,2014-03-27 05:20:30+00:00,25.74,,4,5,2014-03-03 18:33:51+00:00,2.29,infews,CONTRIBUTOR,0,2,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,Request: Supply filename and line numbers for specs,"I've created a Visual Studio Test Adapter for Jasmine; but I've had to put a massive hack in it to discover tests and get filenames/line numbers.
When ""discovering"" tests I previously used the filter so that none would run; but I couldn't provide VS with file/line number to allow the user to double-click to jump to a test.
So, I implemented a horrendous bodge, where when discovering tests, the it function is rigged to explode, and I can parse the stack trace.
This is nasty; it would be nicer if Jasmine provided file/line info for a spec in the information; and then I can go back to using the filter to simply disable execution when discovering.",DanTup,NONE,2014-03-02 17:52:09+00:00,True,2014-03-02 19:05:55+00:00,0.05,,4,4,2014-03-02 19:03:56+00:00,0.05,slackersoft,MEMBER,1,0,0,3,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,regression: toThrowError() won't accept jasmine.any(String),"Example fiddle here - http://jsbin.com/debipanu/1/edit
It fails the RegExp, typeof 'string' and error type checks, then throws error 'Expected is not an Error, string, or RegExp.'.
https://github.com/pivotal/jasmine/blob/31d71ac22fd3e7e994e014229f83b96b81c9f8dd/src/core/matchers/toThrowError.js#L123
I don't know how important this use-case is, as expecting toThrow() is just as meaningful and works fine.",alextreppass,CONTRIBUTOR,2014-03-04 15:50:36+00:00,True,2014-06-23 03:17:36+00:00,110.48,,2,1,2014-06-23 03:17:30+00:00,110.48,infews,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,How can I use jasmine?,"The documentation contains a lot about writing tests, but I can not find anything about setting it up.
Am I missing something?",EECOLOR,NONE,2014-03-06 21:58:12+00:00,True,2014-03-06 22:30:01+00:00,0.02,,5,7,2014-03-06 22:30:01+00:00,0.02,infews,CONTRIBUTOR,0,3,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
